date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2015-03-08,Quarter2,sewing,Sunday,5,0.5,26.82,711,7080,23,0,0,1,59,0
2015-03-08,Quarter2,finishing,Sunday,8,0.6,3.9,,960,0,0,0,0,8,0
2015-03-08,Quarter2,finishing,Sunday,10,0.7,2.9,,960,0,0,0,0,8,0
2015-03-08,Quarter2,finishing,Sunday,6,0.6,2.9,,960,0,0,0,0,8,0
2015-03-09,Quarter2,finishing,Monday,11,0.8,2.9,,0,960,0,0,0,8,1
2015-03-09,Quarter2,finishing,Monday,12,0.8,4.6,,0,1080,0,0,0,9,1
2015-03-09,Quarter2,finishing,Monday,5,0.6,3.94,,0,2880,0,0,0,12,1
2015-03-09,Quarter2,sewing,Monday,4,0.75,26.82,1079,7020,65,0,0,0,58,1
2015-03-09,Quarter2,sewing,Monday,1,0.75,26.82,1322,7140,65,0,0,0,59,1
2015-03-09,Quarter2,finishing,Monday,9,0.75,2.9,,0,3600,0,0,0,15,1
2015-03-09,Quarter2,sewing,Monday,3,0.8,30.1,964,5160,50,0,0,1,58,1
2015-03-09,Quarter2,sewing,Monday,12,0.8,15.26,1132,4080,63,0,0,0,34,1
2015-03-09,Quarter2,sewing,Monday,11,0.8,11.41,357,3420,50,0,0,0,58,1
2015-03-09,Quarter2,finishing,Monday,3,0.8,4.6,,0,1440,0,0,0,12,1
2015-03-09,Quarter2,finishing,Monday,4,0.75,3.94,,0,960,0,0,0,8,1
2015-03-09,Quarter2,finishing,Monday,1,0.75,3.94,,0,960,0,0,0,8,1
2015-03-09,Quarter2,sewing,Monday,9,0.75,18.79,1193,6240,45,0,0,0,52,1
2015-03-09,Quarter2,sewing,Monday,2,0.7,16.1,817,5520,30,0,0,1,45,0
2015-03-09,Quarter2,sewing,Monday,10,0.7,21.82,1576,6000,30,0,0,0,50,0
2015-03-09,Quarter2,finishing,Monday,2,0.7,3.9,,0,1200,0,0,0,10,0
2015-03-09,Quarter2,sewing,Monday,6,0.65,23.41,1262,4560,35,0,0,1,38,0
2015-03-09,Quarter2,sewing,Monday,8,0.65,30.48,953,6720,26,0,0,1,56,0
2015-03-09,Quarter2,sewing,Monday,5,0.6,26.82,919,7080,23,0,0,1,59,0
2015-03-09,Quarter2,sewing,Monday,7,0.5,30.48,1161,6600,0,0,0,1,55,0
2015-03-09,Quarter2,finishing,Monday,10,0.7,2.9,,0,960,0,0,0,8,0
2015-03-09,Quarter2,finishing,Monday,8,0.65,3.9,,0,960,0,0,0,8,0
2015-03-10,Quarter2,finishing,Tuesday,12,0.8,4.6,,1080,0,0,0,0,9,1
2015-03-10,Quarter2,finishing,Tuesday,5,0.6,3.94,,1440,0,0,0,0,12,1
2015-03-10,Quarter2,sewing,Tuesday,1,0.75,26.82,1574,7080,75,0,0,0,59,1
2015-03-10,Quarter2,finishing,Tuesday,3,0.8,4.6,,1440,0,0,0,0,12,1
2015-03-10,Quarter2,finishing,Tuesday,4,0.75,3.94,,960,0,0,0,0,8,1
2015-03-10,Quarter2,finishing,Tuesday,1,0.75,3.94,,960,0,0,0,0,8,1
2015-03-10,Quarter2,sewing,Tuesday,4,0.75,26.82,1104,5880,65,0,0,0,59,1
2015-03-10,Quarter2,finishing,Tuesday,9,0.75,2.9,,1800,0,0,0,0,15,1
2015-03-10,Quarter2,sewing,Tuesday,12,0.8,15.26,1069,4080,63,0,0,0,34,1
2015-03-10,Quarter2,sewing,Tuesday,3,0.8,30.1,756,6960,63,0,0,1,58,1
2015-03-10,Quarter2,sewing,Tuesday,11,0.8,11.41,338,3420,50,0,0,0,58,1
2015-03-10,Quarter2,finishing,Tuesday,11,0.8,2.9,,960,0,0,0,0,8,1
2015-03-10,Quarter2,sewing,Tuesday,10,0.75,21.82,1499,6000,34,0,0,0,50,1
2015-03-10,Quarter2,sewing,Tuesday,9,0.75,18.79,1247,6240,45,0,0,0,52,1
2015-03-10,Quarter2,finishing,Tuesday,2,0.7,3.9,,960,0,0,0,0,8,1
2015-03-10,Quarter2,sewing,Tuesday,8,0.7,30.48,923,6840,30,0,0,1,57,0
2015-03-10,Quarter2,sewing,Tuesday,6,0.7,23.41,1180,4560,30,0,0,1,38,0
2015-03-10,Quarter2,sewing,Tuesday,2,0.7,16.1,957,5400,40,0,0,1,45,0
2015-03-10,Quarter2,sewing,Tuesday,5,0.65,26.82,1001,7080,26,0,0,1,59,0
2015-03-10,Quarter2,sewing,Tuesday,7,0.6,30.48,1017,6840,25,0,0,1,57,0
2015-03-10,Quarter2,finishing,Tuesday,8,0.65,3.9,,960,0,0,0,0,8,0
2015-03-10,Quarter2,finishing,Tuesday,7,0.5,3.9,,960,0,0,0,0,8,0
2015-03-10,Quarter2,finishing,Tuesday,10,0.7,2.9,,960,0,0,0,0,8,0
2015-03-11,Quarter2,finishing,Wednesday,12,0.8,4.6,,2160,0,0,0,0,9,1
2015-03-11,Quarter2,finishing,Wednesday,11,0.8,2.9,,2400,0,0,0,0,10,1
2015-03-11,Quarter2,finishing,Wednesday,2,0.75,3.9,,1920,0,0,0,0,8,1
2015-03-11,Quarter2,finishing,Wednesday,4,0.75,3.94,,1920,0,0,0,0,8,1
2015-03-11,Quarter2,finishing,Wednesday,1,0.75,3.94,,1920,0,0,0,0,8,1
2015-03-11,Quarter2,sewing,Wednesday,12,0.8,15.26,470,4080,63,0,0,0,34,1
2015-03-11,Quarter2,sewing,Wednesday,3,0.8,30.1,735,6960,63,0,0,1,58,1
2015-03-11,Quarter2,sewing,Wednesday,11,0.8,11.41,560,3420,50,0,0,0,58,1
2015-03-11,Quarter2,finishing,Wednesday,3,0.8,4.6,,1920,0,0,0,0,8,1
2015-03-11,Quarter2,finishing,Wednesday,5,0.7,3.94,,1440,0,0,0,0,12,1
2015-03-11,Quarter2,sewing,Wednesday,10,0.75,21.82,1674,6000,34,0,0,0,50,1
2015-03-11,Quarter2,sewing,Wednesday,9,0.75,18.79,290,5040,45,0,0,0,52,1
2015-03-11,Quarter2,sewing,Wednesday,2,0.75,16.1,971,5400,45,0,0,1,45,1
2015-03-11,Quarter2,sewing,Wednesday,1,0.75,26.82,1322,7080,45,0,0,0,59,1
2015-03-11,Quarter2,sewing,Wednesday,4,0.75,26.82,1054,7080,45,0,0,0,59,1
2015-03-11,Quarter2,sewing,Wednesday,5,0.7,26.82,992,6960,30,0,0,1,58,0
2015-03-11,Quarter2,sewing,Wednesday,8,0.7,30.48,914,6840,30,0,0,1,57,0
2015-03-11,Quarter2,sewing,Wednesday,6,0.7,23.41,1128,4560,40,0,0,1,38,0
2015-03-11,Quarter2,sewing,Wednesday,7,0.65,30.48,935,6840,26,0,0,1,57,0
2015-03-11,Quarter2,finishing,Wednesday,10,0.75,2.9,,960,0,0,0,0,8,0
2015-03-11,Quarter2,finishing,Wednesday,8,0.7,3.9,,960,0,0,0,0,8,0
2015-03-11,Quarter2,finishing,Wednesday,7,0.65,3.9,,960,0,0,0,0,8,0
2015-03-11,Quarter2,finishing,Wednesday,9,0.75,2.9,,1800,0,0,0,0,15,0
2015-03-11,Quarter2,finishing,Wednesday,6,0.7,2.9,,720,0,0,0,0,6,0
